scientific_name,group,source,conservation_status,match_level,speciesnet_detectable,geofence_status,speciesnet_common_name,speciesnet_label
Euphonia rufiventris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Euphonia saturata,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Euphonia xanthogaster,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Eurypyga helias,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,sunbittern,e3561212-8e0b-4cc6-8834-6c4613691ae4;aves;eurypygiformes;eurypygidae;eurypyga;helias;sunbittern
Euscarthmus meloryphus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Eutoxeres aquila,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Eutoxeres condamini,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Evaluamos algunas subespecies,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Falco columbarius,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Falco deiroleucus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Falco femoralis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,aplomado falcon,6fd94c73-bce7-403f-ba14-e2ca666faa2f;aves;falconiformes;falconidae;falco;femoralis;aplomado falcon
Falco peregrinus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,faucon pèlerin,8c9ba5cf-b98b-4b25-8543-9fcf0e69aed3;aves;falconiformes;falconidae;falco;peregrinus;faucon pèlerin
Falco peregrinus cassini,Ave,Lista Roja de las Aves del Ecuador 2019,,binomial_model_species,yes,allowed,faucon pèlerin,8c9ba5cf-b98b-4b25-8543-9fcf0e69aed3;aves;falconiformes;falconidae;falco;peregrinus;faucon pèlerin
Falco rufigularis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Falco sparverius,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,american kestrel,1ab198a0-04dc-4407-8370-1a458c0c9f8e;aves;falconiformes;falconidae;falco;sparverius;american kestrel
Florisuga mellivora,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Fluctuaciones extremas,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Fluvicola nengeta,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Fluvicola pica,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Formicarius analis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,black-faced antthrush,a0841346-8260-4450-96b8-1e4ded395805;aves;passeriformes;formicariidae;formicarius;analis;black-faced antthrush
Formicarius colma,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,rufous-capped antthrush,56b92a35-a785-4e2d-b42a-6e6f58e78e9b;aves;passeriformes;formicariidae;formicarius;colma;rufous-capped antthrush
Formicarius nigricapillus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Formicarius rufipectus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,rufous-breasted antthrush,e6c94967-e6c6-4599-a53c-7574ca55ce32;aves;passeriformes;formicariidae;formicarius;rufipectus;rufous-breasted antthrush
Forpus coelestis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Forpus modestus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Forpus xanthopterygius,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Frederickena fulva,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Fregata magnificens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Fregata minor,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Fregetta grallaria,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,white-bellied storm-petrel,a9348d61-f328-46e4-a099-07d06b551ae8;aves;procellariiformes;oceanitidae;fregetta;grallaria;white-bellied storm-petrel
Fulica americana,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,american coot,ca2a32c7-82d1-4cc3-8be9-646847e9cef5;aves;gruiformes;rallidae;fulica;americana;american coot
Fulica americana columbiana,Ave,Lista Roja de las Aves del Ecuador 2019,,binomial_model_species,yes,blocked by allow-list,american coot,ca2a32c7-82d1-4cc3-8be9-646847e9cef5;aves;gruiformes;rallidae;fulica;americana;american coot
Fulica ardesiaca,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Fulmarus glacialoides,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Furnarius leucopus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,pale-legged hornero,b60dff12-7b60-4433-8ba9-8aa3dc585bb4;aves;passeriformes;furnariidae;furnarius;leucopus;pale-legged hornero
Furnarius minor,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Furnarius torridus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galapagos landbirds,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galapagos report,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galbalcyrhynchus leucotis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galbula albirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galbula chalcothorax,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galbula cyanescens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galbula dea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galbula pastazae,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galbula ruficauda,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Galbula tombacea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gallinago andina,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,puna snipe,17343b67-644b-43d5-8070-51785255d407;aves;charadriiformes;scolopacidae;gallinago;andina;puna snipe
Gallinago delicata,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,wilson's snipe,33f95ccf-52cd-423f-82c9-c86ef1173905;aves;charadriiformes;scolopacidae;gallinago;delicata;wilson's snipe
Gallinago imperialis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,imperial snipe,342acd7d-7e7a-4869-9b42-8123dc9061d2;aves;charadriiformes;scolopacidae;gallinago;imperialis;imperial snipe
Gallinago jamesoni,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gallinago nobilis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gallinago paraguaiae,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gallinula galeata,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,common gallinule,022ddce9-d300-4356-9eca-00ce5847c581;aves;gruiformes;rallidae;gallinula;galeata;common gallinule
Gampsonyx swainsonii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gelochelidon nilotica,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geositta tenuirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza conirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza conirostris propinqua,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza difficilis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza difficilis acutirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza difficilis septentrionalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza fortis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza fuliginosa,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza magnirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geospiza scandens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geothlypis aequinoctialis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geothlypis philadelphia,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geothlypis semiflava,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geotrygon montana,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,ruddy quail-dove,518013b1-6f89-4679-8523-73cb73cb2f1c;aves;columbiformes;columbidae;geotrygon;montana;ruddy quail-dove
Geotrygon purpurata,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geotrygon saphirina,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,sapphire quail-dove,a0aa1b81-3a14-4028-ab3f-f36d9486f0e7;aves;columbiformes;columbidae;geotrygon;saphirina;sapphire quail-dove
Geranoaetus melanoleucus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geranoaetus polyosoma,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Geranospiza caerulescens,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,crane hawk,202b21a8-0681-453f-9fd1-1f183d2f3f7b;aves;accipitriformes;accipitridae;geranospiza;caerulescens;crane hawk
Glaucidium brasilianum,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Glaucidium griseiceps,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Glaucidium jardinii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Glaucidium nubicola,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Glaucidium parkeri,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Glaucidium peruanum,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Glaucis aeneus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Glaucis hirsutus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,rufous-breasted hermit,0ffa19ea-ad45-40b7-ba0e-c1a507c3d654;aves;caprimulgiformes;trochilidae;glaucis;hirsutus;rufous-breasted hermit
Glyphorynchus spirurus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaria alleni,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaria dignissima,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaria flavotincta,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaria gigantea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaria guatimalensis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,scaled antpitta,548dacbd-6e25-4e22-999e-61165e3f020a;aves;passeriformes;grallariidae;grallaria;guatimalensis;scaled antpitta
Grallaria haplonota,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaria hypoleuca,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,white-bellied antpitta,da1e8777-f8b5-4c57-ac8a-661280361642;aves;passeriformes;grallariidae;grallaria;hypoleuca;white-bellied antpitta
Grallaria nuchalis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,chestnut-naped antpitta,7dfaaf3b-34ee-40eb-8e84-5f8870e05eba;aves;passeriformes;grallariidae;grallaria;nuchalis;chestnut-naped antpitta
Grallaria quitensis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,western tawny antpitta,8323eadd-b3fe-488c-b514-30097600da5b;aves;passeriformes;grallariidae;grallaria;quitensis;western tawny antpitta
Grallaria ridgelyi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaria ruficapilla,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,chestnut-crowned antpitta,28107db5-96c0-4464-aa33-656d86e00fe1;aves;passeriformes;grallariidae;grallaria;ruficapilla;chestnut-crowned antpitta
Grallaria rufocinerea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaria rufula,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,rufous antpitta,81dfa0d1-659a-4a21-a8ca-7ef6e5df722a;aves;passeriformes;grallariidae;grallaria;rufula;rufous antpitta
Grallaria squamigera,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,undulated antpitta,30a18490-9835-43f7-9a8b-657aeea3369b;aves;passeriformes;grallariidae;grallaria;squamigera;undulated antpitta
Grallaria watkinsi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaricula ferrugineipectus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaricula flavirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaricula lineifrons,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Grallaricula nana,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,slaty-crowned antpitta,e47fd1a6-690e-4041-88ae-000be5670775;aves;passeriformes;grallariidae;grallaricula;nana;slaty-crowned antpitta
Grallaricula peruviana,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Graydidascalus brachyurus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gygis alba,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gymnoderus foetidus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gymnomystax mexicanus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gymnopithys bicolor,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gymnopithys leucaspis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Gymnopithys lunulatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Habia rubica,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Haematopus ater,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Haematopus palliatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Haematopus palliatus galapagensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hapalopsittaca amazonina,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hapalopsittaca pyrrhops,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hapaloptila castanea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Haplophaedia aureliae,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Haplophaedia lugens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Haplospiza rustica,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Harpagus bidentatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Harpagus diodon,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Harpia harpyja,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,harpy eagle,daf99eaf-b9c8-4f65-8445-8c0374cfc8a4;aves;accipitriformes;accipitridae;harpia;harpyja;harpy eagle
Heliangelus amethysticollis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliangelus exortis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliangelus micraster,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliangelus regalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliangelus strophianus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliangelus viola,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Helicolestes hamatus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,slender-billed kite,d51f995c-072f-4571-886d-5bd1ba354e7d;aves;accipitriformes;accipitridae;helicolestes;hamatus;slender-billed kite
Heliodoxa aurescens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliodoxa gularis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliodoxa imperatrix,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliodoxa jacula,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliodoxa leadbeateri,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliodoxa rubinoides,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliodoxa schreibersii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliomaster furcifer,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliomaster longirostris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliornis fulica,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliothryx auritus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heliothryx barroti,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hellmayrea gularis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemispingus atropileus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemispingus frontalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemispingus melanotis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemispingus superciliaris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemispingus verticalis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemithraupis flavicollis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemithraupis guira,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemitriccus cinnamomeipectus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemitriccus granadensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemitriccus iohannis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemitriccus minimus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemitriccus rufigularis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hemitriccus zosterops,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Henicorhina leucophrys,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,gray-breasted wood-wren,e4d72547-605c-4df7-addb-a35049fb5627;aves;passeriformes;troglodytidae;henicorhina;leucophrys;gray-breasted wood-wren
Henicorhina leucoptera,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Henicorhina leucosticta,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Herpetotheres cachinnans,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Herpsilochmus axillaris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Herpsilochmus dugandi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Herpsilochmus gentryi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Herpsilochmus rufimarginatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heterocercus aurantiivertex,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Heterospingus xanthopygius,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Himantopus mexicanus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,black-necked stilt,3a8b9ae7-a5b0-497d-b4b7-8ffbe7f870d0;aves;charadriiformes;recurvirostridae;himantopus;mexicanus;black-necked stilt
Hirundinea ferruginea,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hirundo rustica,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,barn swallow,f64c3cbb-8dca-4532-baf7-d005626313d4;aves;passeriformes;hirundinidae;hirundo;rustica;barn swallow
Hydroprogne caspia,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hydropsalis cayennensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hydropsalis climacocerca,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hydropsalis maculicaudus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylexetastes stresemanni,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylocharis cyanus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylocharis grayi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylocharis humboldtii,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylocharis sapphirina,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylopezus dives,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylopezus fulviventris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylopezus perspicillatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylophilus olivaceus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylophilus thoracicus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylophylax naevioides,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylophylax naevius,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hylophylax punctulatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hypocnemis hypoxantha,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hypocnemis peruviana,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Hypocnemoides melanopogon,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ibycter americanus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Icterus cayanensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Icterus chrysater,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Icterus croconotus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,orange-backed troupial,25c0822c-080e-4917-a0dd-5cf80dfb4177;aves;passeriformes;icteridae;icterus;croconotus;orange-backed troupial
Icterus galbula,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Icterus graceannae,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Icterus mesomelas,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ictinia mississippiensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ictinia plumbea,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,plumbeous kite,c3e44f8d-4dd0-47d5-ae34-68854ee2b757;aves;accipitriformes;accipitridae;ictinia;plumbea;plumbeous kite
Indica que,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Internacional para,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
International illustra- ted,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Iodopleura isabellae,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Iridophanes pulcherrimus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Iridosornis analis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Iridosornis porphyrocephalus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Iridosornis rufivertex,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Isleria hauxwelli,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Ixobrychus exilis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,least bittern,bc0ac9e4-2890-425a-a0d0-030f24820827;aves;pelecaniformes;ardeidae;ixobrychus;exilis;least bittern
Ixobrychus involucris,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Jabiru mycteria,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,jabiru,354ed939-9c08-49a4-a7cf-848f85e0e466;aves;ciconiiformes;ciconiidae;jabiru;mycteria;jabiru
Jacamerops aureus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Jacana jacana,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,wattled jacana,d0451532-9460-426c-b060-e2640a68b618;aves;charadriiformes;jacanidae;jacana;jacana;wattled jacana
Klais guimeti,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Knipolegus orenocensis,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Knipolegus poecilocercus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Knipolegus poecilurus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Knipolegus signatus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Lafresnaya lafresnayi,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Lampropsar tanagrinus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Laniisoma elegans,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Lanio fulvus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Laniocera hypopyrra,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Laniocera rufescens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Larosterna inca,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Larus argentatus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,goéland argenté,3f3d12c8-daf5-44e6-96e4-30d91083804e;aves;charadriiformes;laridae;larus;argentatus;goéland argenté
Larus belcheri,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Larus californicus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,california gull,7efde2aa-f8f5-46ce-8101-74f346904a5c;aves;charadriiformes;laridae;larus;californicus;california gull
Larus delawarensis,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,blocked by allow-list,ring-billed gull,963093c7-0731-4770-8f7f-d2396ffe1c0a;aves;charadriiformes;laridae;larus;delawarensis;ring-billed gull
Larus dominicanus,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Larus fuscus,Ave,Lista Roja de las Aves del Ecuador 2019,,direct_model_species,yes,allowed,lesser black-backed gull,c5734460-e8a4-4278-a86d-230f522aa03f;aves;charadriiformes;laridae;larus;fuscus;lesser black-backed gull
Larus glaucescens,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Las diferencias entre,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Las especies identificadas,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Las evaluaciones,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
Las listas,Ave,Lista Roja de las Aves del Ecuador 2019,,not_found,no,,,
